filename,x,y,z
img_0000.png,0.5062831746852695,-0.011913729454524747,0.02
img_0001.png,0.4600812126939882,-0.04732014301251412,0.02
img_0002.png,0.5020477900414957,-0.02426477719096545,0.02
img_0003.png,0.4565765157356465,-0.049672408609483625,0.02
img_0004.png,0.49498392196111285,-0.017257945098343275,0.02
img_0005.png,0.5400182377569304,-0.04127004806291532,0.02
img_0006.png,0.45875406547714237,-0.0010839376470700769,0.02
img_0007.png,0.5393624680642991,0.039496795977247104,0.02
img_0008.png,0.47659532605801197,-0.02288723891795933,0.02
img_0009.png,0.45360228297806215,0.003360521271717043,0.02
img_0010.png,0.5452230823422166,0.04597145792488771,0.02
img_0011.png,0.542349790070361,-0.038962266043033836,0.02
img_0012.png,0.4507514034625858,-0.010518674810777874,0.02
img_0013.png,0.5169390198875126,-0.03828436313529104,0.02
img_0014.png,0.5483577493729307,-0.005961500388801644,0.02
img_0015.png,0.4783718736278221,-0.011510059534865136,0.02
img_0016.png,0.48591875511349064,-0.010566476839648942,0.02
img_0017.png,0.467907367383702,0.030444703179949042,0.02
img_0018.png,0.4617605715156265,0.003933976872025325,0.02
img_0019.png,0.4789903359812061,0.02226066293444272,0.02
img_0020.png,0.46840587293871444,0.02402195911262647,0.02
img_0021.png,0.46087754633056294,0.032392219611012456,0.02
img_0022.png,0.5386029242868255,-0.020236645394834576,0.02
img_0023.png,0.5053401607215933,0.04277203038429855,0.02
img_0024.png,0.46044534145821525,0.013051978883663573,0.02
img_0025.png,0.45306831566839123,0.008675524031269933,0.02
img_0026.png,0.4756544024716066,-0.029680207545462925,0.02
img_0027.png,0.5308526628057066,0.032231114484257875,0.02
img_0028.png,0.4666105424083116,-0.04418203706415962,0.02
img_0029.png,0.5275418536842978,0.049565403331310556,0.02
img_0030.png,0.48917525483198504,0.022783588898464126,0.02
img_0031.png,0.48887052544923104,-0.010456495246803865,0.02
img_0032.png,0.4621447997079372,-0.007093827355847737,0.02
img_0033.png,0.4788872672324195,0.04293524112300935,0.02
img_0034.png,0.4630840473242546,-0.045887018516123104,0.02
img_0035.png,0.4771466725393467,-0.03652189131199131,0.02
img_0036.png,0.5011988432180985,0.04047143665090966,0.02
img_0037.png,0.5346174761424478,-0.013197356655573367,0.02
img_0038.png,0.47541069122673335,-0.005943034130105474,0.02
img_0039.png,0.5425356086892621,0.04723494336394246,0.02
img_0040.png,0.4838185658041447,-0.02039734149332323,0.02
img_0041.png,0.48170602223580705,-0.039535625409325516,0.02
img_0042.png,0.5049057841238895,0.032380838748791,0.02
img_0043.png,0.5157031558967321,-0.046936333286901215,0.02
img_0044.png,0.4844005520504867,-0.04978625794319796,0.02
img_0045.png,0.5455256429315132,-0.030093579916120786,0.02
img_0046.png,0.48544172550445114,-0.02380770318039648,0.02
img_0047.png,0.4817705565092318,-0.02251374361566141,0.02
img_0048.png,0.4866463304392007,0.0026363885556907277,0.02
img_0049.png,0.5255502115868961,-0.042440928194595134,0.02
img_0050.png,0.5076431618362418,-0.014618013405696706,0.02
img_0051.png,0.5368141435100264,0.040866338414974404,0.02
img_0052.png,0.5445110391071052,0.017064478633553527,0.02
img_0053.png,0.5146731668539312,-0.022180787102376334,0.02
img_0054.png,0.46606999285207185,-0.039806441626507316,0.02
img_0055.png,0.5317755904678482,-0.006144258947459469,0.02
img_0056.png,0.46702734866005646,0.00931757195557882,0.02
img_0057.png,0.4570413821642783,-0.04496921935415918,0.02
img_0058.png,0.5171948807584754,0.00867273682189692,0.02
img_0059.png,0.5339476182845906,-0.019872667637147123,0.02
img_0060.png,0.50152621955731,0.008669950142643447,0.02
img_0061.png,0.4965164924442038,0.009450577914928605,0.02
img_0062.png,0.47261769075507426,0.007384896777096451,0.02
img_0063.png,0.5478602832389521,-0.010030258117770363,0.02
img_0064.png,0.5120423280369095,0.03859698743832183,0.02
img_0065.png,0.47796044286648426,0.032520497356785395,0.02
img_0066.png,0.5208752365865418,0.004438569810061022,0.02
img_0067.png,0.5311790766208824,0.02264402207378795,0.02
img_0068.png,0.5032446436283332,0.025921249412960534,0.02
img_0069.png,0.549727474487837,0.0046055092198801885,0.02
img_0070.png,0.46267927234085215,-0.011636844383760492,0.02
img_0071.png,0.4683600863980854,-0.029006169237383406,0.02
img_0072.png,0.47622590561187284,0.010959536612873867,0.02
img_0073.png,0.5305637844455414,0.03034434154535386,0.02
img_0074.png,0.5380021552001631,0.012246627695710456,0.02
img_0075.png,0.47355815521380906,-0.043883259819090005,0.02
img_0076.png,0.5066052858369421,-0.04234809039644249,0.02
img_0077.png,0.4812872953382216,0.009811437441158323,0.02
img_0078.png,0.5426561925110334,-0.030689846033080115,0.02
img_0079.png,0.48342037334764293,0.004236867828414737,0.02
img_0080.png,0.49888269075983893,0.01399576709549063,0.02
img_0081.png,0.49106669941330516,-0.032316571743465715,0.02
img_0082.png,0.46172562011756446,0.027327724550149347,0.02
img_0083.png,0.45281719764844297,0.04040601369042817,0.02
img_0084.png,0.462079663324447,-0.03185501481804781,0.02
img_0085.png,0.5137743022647635,0.007125137398010873,0.02
